id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
RU-C00435,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/110309-za-proshedshie-5-let-kitaj-snizil-vybrosy.html/,2011-09-29,"За прошедшие 5 лет Китай снизил выбросы углекислого газа на 1,46 миллиарда тонн, рассказывает","За прошедшие 5 лет Китай снизил выбросы углекислого газа на 1,46 миллиарда тонн, рассказывает«Синьхуа» (Китай). Госсовет КНР провел всекитайское телеселекторное совещание, где по",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,China CO2 emissions reduction
RU-D00826,,RU,Tengrinews,https://tengrinews.kz/science/ledniki-antarktidyi-sbrasyivayut-aysbergi-byistree-ojidalos-475194/,2022-08-11,"Ледники Антарктиды сбрасывают айсберги быстрее, чем ожидалось - исследование: 11 августа 2022 18:46 - новости на Tengrinews.kz","Tengrinews.kz ▶ Ледники Антарктиды сбрасывают айсберги быстрее, чем ожидалось - исследование: 11 августа 2022 18:46 ▶ Читать подробнее актуальные новости и события на сайте.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,Antarctic glaciers shedding icebergs
RU-C00507,,RU,Daryo.uz,https://daryo.uz/ru/2023/10/05/ebrr-ostaetsa-predannym-partnerom-uzbekistana-v-ego-iniciativah-v-oblasti-vozobnovlaemoj-energetiki-andi-aranitasi/,2023-10-05,ЕБРР остается неизменным партнером Узбекистана в инициативах создания возобновляемой энергетики – Анди Аранитаси,Основные моменты интервью,RELEVANT,ENERGY,RELEVANT,ENERGY,,,gold,IAA adjudicated gold
RU-D02650,,RU,Sputnik,https://sputnik.kg/20211113/klimattyn-ozgorushu-duynodogu-mykty-surottor-1054587132.html,,"Климаттын өзгөрүшүн чагылдырып, дүйнөдө мыкты аталган сүрөттөр",Глазгодогу климаттын өзгөрүшү боюнча БУУнун конференциясында фотографтар арасында уюштурулган эл аралык Environmental Photographer конкурсунун жеңүүчүлөрү аныкталды.,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,1,ru_1,climate change photo contest COP26
RU-C00073,,RU,Daryo.uz,https://daryo.uz/ru/2023/03/03/novyj-rekordnyj-pokazatel-obema-vybrosov-co2/,2023-03-03,Объем выбросов углекислого газа рекордно вырос,Это связано с резким увеличением авиасообщений после пандемии,RELEVANT,ENERGY,RELEVANT,SCIENCE_GEN,,,ru_2,CO2 emissions record
RU-C00170,,RU,24.kg,https://24.kg/archive/ru/community/94124-nil-volker-dlya-centralnoj-azii-izmenenie-klimata.html/,2011-02-28,Нил Волкер: Для Центральной Азии изменение климата является серьезной проблемой,"Нил Волкер: Для Центральной Азии изменение климата является серьезной проблемой«Для Центральной Азии изменение климата является серьезной проблемой», - заявил сегодня на круглом",RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,,ru_2,climate change serious for CA
RU-D01330,,RU,Tengrinews,https://tengrinews.kz/world_news/ni-odin-rebenok-ne-izbejit-vozdeystviya-izmeneniya-klimata-446367/,2021-08-20,Ни один ребенок не избежит воздействия изменения климата - ЮНИСЕФ: 20 августа 2021 19:23 - новости на Tengrinews.kz,Tengrinews.kz ▶ Ни один ребенок не избежит воздействия изменения климата - ЮНИСЕФ: 20 августа 2021 19:23 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,HEALTH_SOCIETY,RELEVANT,HEALTH_SOCIETY,,,ru_1,climate change impact on children
RU-D02370,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/odnu-solnechnuyu-elektrostantsiyu-otkryili-karagandinskoy-515765/,2023-11-03,Еще одну солнечную электростанцию открыли в Карагандинской области: 03 ноября 2023 16:05 - новости на Tengrinews.kz,Tengrinews.kz ▶ Еще одну солнечную электростанцию открыли в Карагандинской области: 03 ноября 2023 16:05 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,another solar plant opened
RU-D01337,,RU,Kaktus,https://kaktus.media/doc/491278_v_kyrgyzstane_ludi_bydyt_pereezjat_iz_za_izmeneniy_klimata.html,2023-11-27,В Кыргызстане люди будут переезжать из-за изменений климата,"В Кыргызстане запущен проект ""Содействие включению внутренних мигрантов в процесс зеленой реновации зданий в Кыргызстане"" при поддержке Фонда развития международной организации по миграции (IDF).",RELEVANT,HEALTH_SOCIETY,RELEVANT,HEALTH_SOCIETY,,,ru_1,climate migration project
RU-D03600,,RU,Kaktus,https://kaktus.media/doc/539638_sadyr_japarov_obsydil_s_predstaviteliami_stran_pri_oon_globalnyu_bezopasnost_i_klimat.html,2026-01-29,Садыр Жапаров обсудил с представителями стран при ООН глобальную безопасность и климат,Президент Садыр Жапаров принял постоянных представителей иностранных государств при ООН.,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,president discussed climate at UN
RU-00072,,RU,Daryo.uz,https://daryo.uz/ru/2023/12/01/uzbekistan-vmeste-s-zarubeznymi-partnerami-sozdast-mosnosti-po-vyrabotke-25-gigavatt-vozobnovlaemoj-energii/,2023-12-01,Узбекистан вместе с зарубежными партнёрами создаст мощности по выработке 25 гигаватт возобновляемой энергии,Сделаны первые практические шаги по реализации проекта производства «зелёного» водорода»,RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,"25GW renewables, green hydrogen"
RU-00053,,RU,Daryo.uz,https://daryo.uz/ru/2024/04/03/klimaticeskie-izmenenia-mogut-negativno-skazatsa-na-ekonomike-ca/,2024-04-03,Климатические изменения могут негативно сказаться на экономике стран ЦА,Об этом заявил премьер-министр Кыргызстана Акылбек Жапаров,RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,1,ru_1,climate change may harm CA economy
RU-D04398,,RU,Kaktus,https://kaktus.media/doc/448572_v_glazgo_startyut_peregovory_po_izmeneniu_klimata._5_prichin_pochemy_za_etim_nyjno_sledit.html,2021-10-29,"В Глазго стартуют переговоры по изменению климата. 5 причин, почему за этим нужно следить","1 ноября в Глазго стартует решающий раунд переговоров Организации Объединенных Наций по изменению климата - COP26. Редакция Kaktus.media рассказывает, почему за этим событием обязательно стоит следить, даже если вы живете в Кыргызстане.",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,Glasgow COP26 negotiations
RU-D04909,,RU,Tengrinews,https://tengrinews.kz/asia/ledniki-tibeta-tayut-s-ujasayuschey-skorostyu-uchenyie-419668/,2020-11-10,Ледники Тибета тают с ужасающей скоростью - ученые: 10 ноября 2020 12:17 - новости на Tengrinews.kz,Tengrinews.kz ▶ Ледники Тибета тают с ужасающей скоростью - ученые: 10 ноября 2020 12:17 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,Tibet glaciers melting fast
RU-D03691,,RU,Tengrinews,https://tengrinews.kz/world_news/indoneziiskix-ostrova-usli-vodu-iz-za-globalnogo-potepleniia-388860/,2020-01-16,Два индонезийских острова ушли под воду из-за глобального потепления - СМИ: 16 января 2020 09:48 - новости на Tengrinews.kz,Tengrinews.kz ▶ Два индонезийских острова ушли под воду из-за глобального потепления - СМИ: 16 января 2020 09:48 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,SCIENCE_GEN,,,ru_1,islands submerged by global warming
RU-D00032,,RU,Kaktus,https://kaktus.media/doc/433941_maripov_poobeshal_borotsia_s_parnikovymi_gazami_v_obmen_na_finansovyu_pomosh.html,2021-03-19,Марипов пообещал бороться с парниковыми газами в обмен на финансовую помощь,Премьер Марипов пообещал иностранным партнерам идти по пути развития зеленой экономики. Ему пообещали возможности для привлечения финансовых средств.,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,"GHG cuts for finance, green economy"
RU-D02028,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/vsego-lish-piar-ekolog-vyistupil-protiv-perehoda-almatinskoy-390706/,2020-02-10,”Всего лишь пиар”. Эколог выступил против перехода алматинской ТЭЦ на газ: 10 февраля 2020 08:45 - новости на Tengrinews.kz,Tengrinews.kz ▶ ”Всего лишь пиар”. Эколог выступил против перехода алматинской ТЭЦ на газ: 10 февраля 2020 08:45 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,ENERGY,NOT_RELEVANT,,1,1,ru_1,"coal CHP to gas, air-quality debate"
RU-D04511,,RU,Kaktus,https://kaktus.media/doc/335519_eksperty:_sviazi_mejdy_taianiem_lednikov_kyrgyzstana_i_rabotoy_kymtora_net.html,2016-03-28,Эксперты: Связи между таянием ледников Кыргызстана и работой Кумтора нет,"Экспертная комиссия не нашла связи между таянием ледников и работой ""Кумтора"", говорится в отчете, представленном сегодн",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,"glacier melting, Kumtor link denied"
RU-D03811,,RU,Kaktus,https://kaktus.media/doc/544535_centralnaia_aziia_teriaet_ledniki:_chto_eto_znachit_dlia_regiona.html,2026-04-16,Центральная Азия теряет ледники: что это значит для региона,"Таяние ледников в Центральной Азии вызывает обеспокоенность властей и экспертов. До 80% водных ресурсов региона формируется за счет ледников, и их сокращение уже усиливает риск дефицита воды.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,"Central Asia glacier loss, water deficit"
RU-D01239,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/kun-jyilyinsa-su-taskyinyi-kun-yisyisa-kurgakshyilyik-kaup-541718/,2024-07-18,"Күн жылынса - су тасқыны, күн ысыса - құрғақшылық қаупі: Қазақстан мәселені неге шеше алмай отыр?",Көктем бастала салысымен Қазақстан өңірлерінде су тасқыны болды. Іле-шала Қазгидромет құрғақшылық қаупі төніп тұрған өңірлер бар екенін де жариялады.,RELEVANT,DISASTER,RELEVANT,DISASTER,,1,ru_1,recurring floods and drought
RU-D04887,,RU,Tengrinews,https://tengrinews.kz/science/ledniki-dzungarskogo-alatau-mogut-isceznut-k-2080-godu-278394/,2015-07-27,Ледники Джунгарского Алатау могут исчезнуть к 2080 году: 27 июля 2015 18:28 - новости на Tengrinews.kz,Tengrinews.kz ▶ Ледники Джунгарского Алатау могут исчезнуть к 2080 году: 27 июля 2015 18:28 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,glaciers may vanish by 2080
RU-D00967,,RU,Sputnik,https://sputnik.kg/20240409/elektr-stantsiyalardy-kuruu-izharaga-zher-1084088998.html,,"""Жашыл"" электр станцияларын куруу үчүн 25 жылга ижарага жер алса болот",Энергияны кайра жаралуучу булактардан алууну өнүктүрүү максатында документ иштелип чыкканы айтылды.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,land lease for green power
RU-C00568,,RU,Daryo.uz,https://daryo.uz/ru/2024/07/05/vybrosy-google-vyrosli-na-48-cel-nulevyh-vybrosov-pod-ugrozoj/,2024-07-05,Выбросы Google увеличились на 48%,Развитие ИИ - главная причина роста углеродного следа технологического гиганта.,RELEVANT,OTHER_CLIMATE,RELEVANT,ENERGY,,1,ru_1,Google emissions up 48% from AI
RU-01007,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/akim-jambyilskoy-oblasti-poruchil-usilit-meryi-seleopasnyih-603240/,2026-07-04,Аким Жамбылской области поручил усилить меры на селеопасных участках,Аким Жамбылской области Ербол Карашукеев в ходе рабочей поездки в Меркенский район ознакомился с состоянием селеопасных участков вдоль русла реки Мерке. Об этом сообщили в акимате региона.,RELEVANT,DISASTER,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-C00321,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/66564-tayushhie-ledniki-na-pamire-vody-v-centralnoj.html/,2009-12-08,"Тающие ледники на Памире: воды в Центральной Азии не хватит на всех, сообщает","Тающие ледники на Памире: воды в Центральной Азии не хватит на всех, сообщает«Немецкая волна» (Германия). В Таджикистане насчитывается более 8 тысяч ледников общим объемом 567 ку",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,"Pamir glaciers melt, water shortage"
RU-D05943,,RU,Tengrinews,https://tengrinews.kz/science/raskololsya-krupneyshiy-lednik-grenlandii-414147/,2020-09-15,Раскололся крупнейший ледник Гренландии: 15 сентября 2020 11:47 - новости на Tengrinews.kz,Tengrinews.kz ▶ Раскололся крупнейший ледник Гренландии: 15 сентября 2020 11:47 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,largest Greenland glacier split
RU-D04220,,RU,Tengrinews,https://tengrinews.kz/opinion/pandemiia-klimat-sem-sovetov-vnesti-vklad-soxranenie-1038/,2020-05-25,"Пандемия и климат. Семь советов, как внести вклад в сохранение окружающей среды","Читать онлайн публикацию на тему ✅ Пандемия и климат. Семь советов, как внести вклад в сохранение окружающей среды ⚡ Интересная и важная информация на актуальные темы от новостного портала Tengrinews.kz.",RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,1,ru_2,pandemic and climate tips
RU-D03721,,RU,Kaktus,https://kaktus.media/doc/521788_na_piati_kotelnyh_bishkeka_ystanovili_teplovye_nasosy_dlia_ylychsheniia_ekologii.html,2025-04-14,На пяти котельных Бишкека установили тепловые насосы для улучшения экологии,"Муниципальное предприятие ""Бишкектеплоэнерго"" завершило установку тепловых насосов на пяти угольных котельных в рамках усилий по снижению загрязнения воздуха в столице.",RELEVANT,ENERGY,NOT_RELEVANT,,1,,ru_1,
RU-C00543,,RU,Daryo.uz,https://daryo.uz/ru/2023/10/14/vsemirnyj-bank-vydelil-uzbekistanu-4625-mln-dollarov-na-sokrasenie-vybrosov-i-vyhod-na-globalnye-uglerodnye-rynki/,2023-10-14,"Всемирный банк выделил Узбекистану 46,25 млн долларов на сокращение выбросов и выход на глобальные углеродные рынки",Представители Узбекистана и Всемирного банка подписали соглашение в рамках проекта «Инновационное углеродное финансирование для трансформации энергетического сектора Узбекистана».,RELEVANT,ENERGY,RELEVANT,POLICY,,1,ru_1,"WB funds emissions cuts, carbon markets"
RU-D00601,,RU,Kaktus,https://kaktus.media/doc/510387_granica_rastaiala._shveycariia_i_italiia_peresmatrivaut_karty_iz_za_otstypaushih_lednikov.html,2024-10-01,"""Граница растаяла"". Швейцария и Италия пересматривают карту из-за отступающих ледников","Оказывается, таяние ледников может иметь еще одно последствие - изменение границ между государствами. Подробнее - на примере Швейцарии и Италии:",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,retreating glaciers shift border
RU-D00148,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/ekologicheski-chistyie-avtobusyi-budut-perevozit-jiteley-422183/,2020-12-05,Экологически чистые автобусы будут перевозить жителей Талдыкоргана: 05 декабря 2020 08:00 - новости на Tengrinews.kz,Tengrinews.kz ▶ Экологически чистые автобусы будут перевозить жителей Талдыкоргана: 05 декабря 2020 08:00 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,ENERGY,NOT_RELEVANT,,,,ru_2,
RU-D02776,,RU,Kaktus,https://kaktus.media/doc/477778_sadyr_japarov_podpisal_ykaz_o_peredache_zemel_s_vozobnovliaemymi_istochnikami_energii.html,2023-03-24,Садыр Жапаров подписал указ о передаче земель с возобновляемыми источниками энергии,"Президент подписал указ ""О вопросах передачи земель, предназначенных для использования возобновляемых источников энергии"".",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,renewable energy land decree
RU-C00347,,RU,Daryo.uz,https://daryo.uz/ru/2023/06/27/ashabad-iniciiruet-sozdanie-specialnoj-programmy-oon-po-aralu/,2023-06-27,Ашхабад инициирует создание Специальной Программы ООН по Аралу,Аральское море когда–то было четвертым по величине озером в мире,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,UN program on Aral Sea
RU-D00485,,RU,Kaktus,https://kaktus.media/doc/445421_v_kyrgyzstane_mojet_poiavitsia_solnechnaia_elektrostanciia_kak_v_yzbekistane.html,2021-09-04,В Кыргызстане может появиться солнечная электростанция (как в Узбекистане),"Помните, в конце августа стало известно, что в Узбекистане запустили первую солнечную электростанцию? Так вот, такая же станция может появиться и в Кыргызстане. Та же компания заинтересована в строительстве аналогичной станции на нашей территории.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,gold,IAA adjudicated gold
RU-D05889,,RU,Kaktus,https://kaktus.media/doc/488509_kompaniia_iz_oae_hochet_postroit_solnechnyu_elektrostanciu_na_issyk_kyle.html,2023-10-06,Компания из ОАЭ хочет построить солнечную электростанцию на Иссык-Куле,"Компания Masdar, реализующая проекты в сфере возобновляемых источников энергии, думает построить в Иссык-Кульской области электростанцию.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,UAE solar plant Issyk-Kul
RU-00058,,RU,Daryo.uz,https://daryo.uz/ru/2024/03/19/eksperty-oon-konsultiruut-turkmenistan-po-ocenke-riskov-izmenenia-klimata/,2024-03-19,ООН консультирует Туркменистан по оценке рисков изменения климата,В Ашхабаде планируется открыть центр ООН по климатическим технологиям в Центральной Азии,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,UN climate risk assessment consulting
RU-00043,,RU,Daryo.uz,https://daryo.uz/ru/2024/05/01/izmenenie-klimata-sravnenie-otnosenia-ca-i-evropy/,2024-05-01,Изменение климата: сравнение отношения ЦА и Европы,Команда Daryo провела социальный опрос,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_1,climate change attitudes survey
RU-D03041,,RU,Kaktus,https://kaktus.media/doc/522878_kak_sviazany_izmenenie_klimata_i_zdorove_jenshin._obiasnenie_eksperta.html,2025-05-06,Как связаны изменение климата и здоровье женщин. Объяснение эксперта,Возникающие в связи с изменением климата проблемы по-разному отражаются на мужчинах и женщинах. Подробнее:,RELEVANT,HEALTH_SOCIETY,RELEVANT,HEALTH_SOCIETY,,,ru_1,climate change and women's health
RU-00011,,RU,24.kg,https://24.kg/archive/ru/parlament/173058-v-kyrgyzstane-bolee-6-tysyach-lednikov.html/,2014-02-26,В Кыргызстане более 6 тысяч ледников,"В Кыргызстане более 6 тысяч ледниковВ Кыргызстане более 6 тысяч ледников. Об этом заявила сегодня на заседании парламента депутат Эркингуль Иманкожоева. По ее словам, они занимают немал",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,ru_2,"glacier count, no change frame"
RU-D01791,,RU,Kaktus,https://kaktus.media/doc/497781_akylbek_japarov_naznachil_direktora_centra_klimaticheskogo_finansirovaniia.html,2024-03-19,Акылбек Жапаров назначил директора Центра климатического финансирования,Адилет Амантаев назначен директором Центра климатического финансирования распоряжением главы кабмина.,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,climate finance center director
RU-D02793,,RU,Tengrinews,https://tengrinews.kz/science/snimki-iz-kosmosa-pokazali-vozdeystvie-potepleniya-na-alpyi-470085/,2022-06-03,Снимки из космоса показали воздействие потепления на Альпы: 03 июня 2022 12:45 - новости на Tengrinews.kz,Tengrinews.kz ▶ Снимки из космоса показали воздействие потепления на Альпы: 03 июня 2022 12:45 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,SCIENCE_GEN,,,ru_2,warming impact on Alps imagery
RU-00001,,RU,Gazeta.uz,https://www.gazeta.uz/ru/2026/07/03/rain-conspirology/,2026-07-03,Почему этим летом в Узбекистане чаще идёт дождь? Разбор популярных конспирологических версий,Нетипично мягкое для Узбекистана лето породило обсуждения популярных конспирологический теорий о погоде. Климатолог Эркин Абдулахатов по просьбе «Газеты» разобрал самые популярные климатические мифы.,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_1,climatologist debunks weather/climate myths
RU-D01205,,RU,Sputnik,https://sputnik.kg/20220907/kurgakchylyk-tabiyattyn-katkan-syrlaryn-chygardy-1067631779.html,,"Кургакчылык жакындап... Чар тараптан тартылган чочуткан, таң калтырган 10 сүрөт",Планетада климат өзгөргөн сайын анын кесепети улам көбүрөөк байкала баштады. Sputnik Кыргызстан сунуштаган сүрөт түрмөгүнөн дүйнөнүн төрт тарабында кургакчылык кантип өз бийлигин жүргүзө баштагандыгын көрүүгө болот.,RELEVANT,DISASTER,RELEVANT,DISASTER,,,ru_2,"drought phenomenon, climate change"
RU-D05813,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/ministerstve-ekologii-prirodnyih-resursov-podveli-itogi-goda-588480/,2025-12-19,В Министерстве экологии и природных ресурсов подвели итоги года,"В Министерстве экологии и природных ресурсов подвели итоги 2025 года. Достигнута положительная динамика – по сравнению с 2022 годом объёмы нормативных выбросов по крупнейшим предприятиям страны снизились на 148 тысяч тонн, или 7,2 процента.",RELEVANT,POLICY,NOT_RELEVANT,,1,,ru_2,
RU-D03507,,RU,Sputnik,https://sputnik.kg/20211127/kyrgyzstan-okumushtuu-mark-zebish-klimat-maek-1054755791.html,,Кыргызстандын климатын изилдеген Марк Зебиш: мөңгүлөр бир чакырымга кыскарган,"Италиялык окумуштуу Марк Зебиш өзүнүн кесиптештери менен Кыргызстанды кыдырып, климаттын өзгөрүшү боюнча изилдөө жүргүздү. Алар жергиликтүү тургундар менен жолугуп, илимий ишинде өлкөнүн кокту-колотторун аралаган.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
RU-D05473,,RU,Tengrinews,https://tengrinews.kz/news/onlayn-lektsii-ot-vyipusknikov-kembridja-izmenenie-klimata-417007/,2020-10-14,Онлайн-лекции от выпускников Кембриджа. Изменение климата: 14 октября 2020 16:00 - новости на Tengrinews.kz,Tengrinews.kz ▶ Онлайн-лекции от выпускников Кембриджа. Изменение климата: 14 октября 2020 16:00 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_1,climate change online lectures
RU-D04523,,RU,Kaktus,https://kaktus.media/doc/400579_kyrgyzstan_ratificiroval_parijskoe_soglashenie_po_klimaty._a_ssha_iz_nego_vyhodiat._pochemy.html,2019-11-05,Кыргызстан ратифицировал Парижское соглашение по климату. А США из него выходят. Почему?,Официально США выйдет из соглашения через год после подачи уведомления.,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,Paris Agreement ratification
RU-D05289,,RU,Tengrinews,https://tengrinews.kz/europe/vo-francii-obieiavili-ekologiceskoe-i-klimaticeskoe-cp-383722/,2019-11-11,Во Франции объявили экологическое и климатическое ЧП: 11 ноября 2019 06:23 - новости на Tengrinews.kz,Tengrinews.kz ▶ Во Франции объявили экологическое и климатическое ЧП: 11 ноября 2019 06:23 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,DISASTER,RELEVANT,POLICY,,,ru_1,France declares climate emergency
RU-D04710,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/2030-godu-kazaxstan-planiruet-sokratit-vybrosy-parnikovyx-303945/,2016-10-12,К 2030 году Казахстан планирует сократить выбросы парниковых газов на 20 процентов: 12 октября 2016 13:34 - новости на Tengrinews.kz,Tengrinews.kz ▶ К 2030 году Казахстан планирует сократить выбросы парниковых газов на 20 процентов: 12 октября 2016 13:34 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,Kazakhstan GHG reduction target
RU-D01247,,RU,Tengrinews,https://tengrinews.kz/my-country/turizm-dat-novuyu-nadejdu-aralskomu-moryu-uchenyiy-ssha-463490/,2022-03-04,Туризм может дать новую надежду Аральскому морю - ученый из США: 04 марта 2022 11:41 - новости на Tengritravel.kz,Tengrinews.kz ▶ Туризм может дать новую надежду Аральскому морю - ученый из США: 04 марта 2022 11:41 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,NOT_RELEVANT,,,1,ru_2,Aral tourism frame
RU-D05864,,RU,Tengrinews,https://tengrinews.kz/asia/kitayu-grozit-novyiy-klimaticheskiy-haos-smi-476158/,2022-08-25,Китаю грозит новый климатический хаос - СМИ: 25 августа 2022 00:32 - новости на Tengrinews.kz,Tengrinews.kz ▶ Китаю грозит новый климатический хаос - СМИ: 25 августа 2022 00:32 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,DISASTER,RELEVANT,DISASTER,,,gold,IAA adjudicated gold
RU-D00740,,RU,Kaktus,https://kaktus.media/doc/469503_zelenaia_centralnaia_aziia:_v_bishkeke_prohodit_konferenciia_po_voprosam_klimata.html,2022-10-24,"""Зеленая Центральная Азия"": В Бишкеке проходит конференция по вопросам климата","B Бишкеке проходит региональная конференция ""Молодежь за будущее: Региональная молодежная конференция по изменению климата в Центральной Азии"".",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,regional climate conference
RU-D04973,,RU,Kaktus,https://kaktus.media/doc/438926_minenergo:_vozobnovliaemye_istochniki_mogyt_zakryt_50_potrebnosti_strany_v_elektrichestve.html,2021-05-24,Минэнерго: Возобновляемые источники могут закрыть 50% потребности страны в электричестве,"В Кыргызстане необходимо расширять в регионах строительство энергетических объектов с использованием местных ресурсов, в том числе, конечно, и на возобновляемых и альтернативных источниках энергии, считают эксперты.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,renewables could cover 50% electricity
RU-D04749,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/vitse-ministr-ekologii-skazal-kto-zagryaznyaet-balhash-537053/,2024-06-01,"Вице-министр экологии сказал, кто загрязняет Балхаш","Вопросы сохранения трансграничных водных ресурсов обсудили эксперты на двухдневном международном водно-климатическом форуме ""Балхаш-2024: вызовы и решения"", передает корреспондент Tengrinews.kz со ссылкой на Министерство экологии.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,ru_1,Balkhash water conservation forum
RU-D01092,,RU,Tengrinews,https://tengrinews.kz/autonews/toyota-sozdala-dvigatel-sposobnyiy-ochischat-vozduh-ugleroda-528032/,2024-03-01,"Toyota создала двигатель, способный очищать воздух от углерода","Toyota протестировала систему воздушного фильтра на водородном двигателе своего прототипа GR Corolla, который сможет улавливать углерод из воздуха, передает Tengri Auto со ссылкой Motor1.",RELEVANT,ENERGY,RELEVANT,ENERGY,,1,ru_2,Toyota carbon-capturing engine
RU-D00276,,RU,Tengrinews,https://tengrinews.kz/news/mirovaya-energetika-povliyaet-klimat-zemli-obyyasnil-452941/,2021-11-04,"Как мировая энергетика повлияет на климат Земли, объяснил Владимир Школьник: 04 ноября 2021 09:07 - новости на Tengrinews.kz","Tengrinews.kz ▶ Как мировая энергетика повлияет на климат Земли, объяснил Владимир Школьник: 04 ноября 2021 09:07 ▶ Читать подробнее актуальные новости и события на сайте.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,gold,IAA adjudicated gold
RU-C00624,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/67074-yemomali-raxmon-raskryl-tajnu-gibeli-aralskogo.html/,2009-12-18,"Эмомали Рахмон раскрыл тайну гибели Аральского моря, пишут","Эмомали Рахмон раскрыл тайну гибели Аральского моря, пишут«Вести.uz» (Узбекистан). На конференции по изменению климата в Копенгагене таджикский президент Эмомали Рахмон выступил",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,"Aral Sea death, climate summit"
